rms_ch1,rms_ch2,mav_ch1,mav_ch2,mse_ch1,mse_ch2,label
0.5550744756061008,0.5281664590005325,0.5415714285714286,0.5127040816326531,0.3081076734693878,0.27895980841316115,okay
0.5586053332786458,0.5405176422993221,0.5455714285714286,0.5240561224489796,0.31203991836734696,0.29215932163681796,okay
0.5633932182475637,0.5426128348714797,0.5486857142857143,0.5265561224489796,0.31741191836734695,0.2944286885672637,okay
0.5674003733462548,0.5437691338124392,0.5508571428571428,0.5282142857142856,0.32194318367346936,0.29568487088713036,okay
0.5706025458286376,0.5334494764447711,0.5524,0.5183418367346939,0.3255872653061225,0.2845683439192004,okay
0.5781567473356996,0.5322821911429251,0.5594,0.516454081632653,0.3342652244897959,0.2833243310079134,okay
0.5843241342590181,0.5302099387353035,0.5667142857142857,0.5152551020408164,0.34143469387755104,0.2811225791336943,okay
0.5863671622623421,0.530510684943119,0.5696571428571429,0.5161224489795919,0.3438264489795918,0.28144158683881726,okay
0.584429182525783,0.524560142784966,0.5686000000000001,0.509795918367347,0.341557469387755,0.27516334339858395,okay
0.5952691725220634,0.5160249583120952,0.5786571428571428,0.5028061224489796,0.35434538775510205,0.2662817576009996,okay
0.5921067195590156,0.5249524606111563,0.5733714285714284,0.5113520408163266,0.35059036734693877,0.2755750859017076,okay
0.5900990577514793,0.5128655709004817,0.5703714285714286,0.501454081632653,0.34821689795918365,0.263031093815077,okay
0.5920812134034537,0.5157316640587296,0.5725714285714285,0.5034693877551021,0.3505601632653061,0.2659791493127863,okay
0.5817988291076396,0.5096888980574314,0.5630571428571429,0.49698979591836734,0.33848987755102045,0.2597827728029987,okay
0.5896347537731667,0.5170894455408199,0.5711714285714286,0.5041581632653062,0.34766914285714284,0.26738149468971256,okay
0.5798499454028373,0.515763713782591,0.5605714285714286,0.5025,0.33622595918367343,0.2660122084548105,okay
0.5703468332550656,0.5148351049991073,0.5510285714285713,0.5006632653061225,0.32529551020408165,0.2650551853394419,okay
0.5633870601920467,0.5073065682462193,0.5431142857142857,0.4929081632653061,0.3174049795918368,0.25735995418575597,okay
0.5679134742949091,0.5065260281987645,0.5468571428571428,0.49229591836734693,0.32252571428571436,0.2565686172428155,okay
0.5535276849076148,0.5078197475294175,0.5322571428571429,0.4920663265306123,0.3063928979591837,0.2578808959808413,okay
0.5616812226862914,0.49952171522534866,0.5424857142857141,0.48423469387755097,0.3154857959183673,0.24952194398167432,okay
0.5669548446907984,0.5031138074311037,0.5476857142857142,0.4866581632653061,0.32143779591836735,0.2531235032278217,okay
0.5600899344693472,0.5016977761359507,0.5410285714285714,0.4861479591836735,0.3137007346938776,0.25170065857975843,okay
0.5693726587128994,0.5056281402596253,0.5487714285714287,0.4898724489795918,0.32418522448979586,0.25565981622240735,okay
0.5540145139187719,0.506782082798972,0.5341142857142858,0.49038265306122447,0.30693208163265306,0.2568280794460641,okay
0.5544974558746222,0.5090810343977733,0.5355428571428572,0.4934183673469388,0.30746742857142856,0.2591634995835069,okay
0.5474766605779201,0.5152244075440456,0.5273428571428572,0.49943877551020405,0.2997306938775511,0.26545619012911287,okay
0.5553178167059115,0.5189934878403177,0.5357999999999999,0.5031377551020408,0.30837787755102036,0.2693542404206581,okay
0.5444856025907125,0.5216697019235826,0.525,0.5042602040816326,0.29646457142857136,0.27213927790503956,okay
0.5503991872324326,0.5212842765321051,0.5314857142857143,0.504591836734694,0.3029392653061225,0.27173729695960014,okay
0.5480280046471631,0.5214597094221219,0.5292000000000001,0.5046173469387756,0.30033469387755096,0.2719202285506039,okay
